_address	deviceId	name	description	unit	type	len	factor	offset	formula	role	room	cw	isScale
30259	1	L1_Strom_demand		A	floatbe	2	1	0		level		false	false
30261	1	L2_Strom_demand		A	floatbe	2	1	0		level		false	false
30263	1	L3_Strom_demand		A	floatbe	2	1	0		level		false	false
30265	1	L1_Maximum_Strom_demand		A	floatbe	2	1	0		level		false	false
30267	1	L2_Maximum_Strom_demand		A	floatbe	2	1	0		level		false	false
30269	1	L3_Maximum_Strom_demand		A	floatbe	2	1	0		level		false	false
30335	1	L1-L2_Spannung_THD		%	floatbe	2	1	0		level		false	false
30337	1	L2-L3_Spannung_THD		%	floatbe	2	1	0		level		false	false
30339	1	L3-L1_Spannung_THD		%	floatbe	2	1	0		level		false	false
30341	1	Durchschnittliche_Leiter_zu_Leiter_Spannung_THD		%	floatbe	2	1	0		level		false	false
30343	1	Total_kwh		kwh	floatbe	2	1	0		level		false	false
30345	1	Total_kvarh		kvarh	floatbe	2	1	0		level		false	false
30347	1	L1_Import_kwh		kwh	floatbe	2	1	0		level		false	false
30349	1	L2_Import_kwh		kwh	floatbe	2	1	0		level		false	false
30351	1	L3_Import_kwh		kwh	floatbe	2	1	0		level		false	false
30353	1	L1_Export_kwh		kwh	floatbe	2	1	0		level		false	false
30355	1	L2_Export_kwh		kwh	floatbe	2	1	0		level		false	false
30357	1	L3_Export_kwh		kwh	floatbe	2	1	0		level		false	false
30359	1	L1_Total_kwh		kwh	floatbe	2	1	0		level		false	false
30361	1	L2_Total_kwh		kwh	floatbe	2	1	0		level		false	false
30363	1	L3_Total_kwh		kwh	floatbe	2	1	0		level		false	false
30365	1	L1_Import_kvarh		kvarh	floatbe	2	1	0		level		false	false
30367	1	L2_Import_kvarh		kvarh	floatbe	2	1	0		level		false	false
30369	1	L3_Import_kvarh		kvarh	floatbe	2	1	0		level		false	false
30371	1	L1_Export_kvarh		kvarh	floatbe	2	1	0		level		false	false
30373	1	L2_Export_kvarh		kvarh	floatbe	2	1	0		level		false	false
30375	1	L3_Export_kvarh		kvarh	floatbe	2	1	0		level		false	false
30377	1	L1_Total_kvarh		kvarh	floatbe	2	1	0		level		false	false
30379	1	L2_Total_kvarh		kvarh	floatbe	2	1	0		level		false	false
30381	1	L3_Total_kvarh		kvarh	floatbe	2	1	0		level		false	false
